Id,Created At,Request Text,Point of Contact,Embargo Ends On Date,Closed Date,Closure Reasons,URL
23-608,4/17/2023 10:51,"I am requesting information on the consist construction in Allentown township on Rt. 526 (also known as Robbinsville- Allentown Road. This has been going on for over a year. They have constantly been ripping up the road and the sidewalks. They have ruined local businesses, farms and homes in that area. The construction could be affecting the historic homes in Allentown. It is my belief that they are doing this to prevent any and all truck from coming down that road. We have a farm on Circle Drive and on the corner of Rt. 526 and Circle Drive, and this business is now on the brink of failure, due to the constant construction. I am requesting any and all documentation for the construction of the road (Rt 526, in Allentown) and the multiple construction projects that requires the sidewalks to be torn up again. Most importantly I want any correspondence about the reason, company and timeline for this project that is yet again closing the road in Allentown today (4/17/2022). If you have any questions, please let me know.  Thank you for your help.",Valerie Eppel,4/17/2023 14:27,4/17/2023 14:27,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-608
23-604,4/16/2023 16:21,"Dear Clerk of the Board.&nbsp;  I would respectfully request a copy of the County Resolution 03-283. I respectfully submit this under the Open Records Act (OPRA.)  If you need further information or applicable fee associated with this request, please feel free to contact me.&nbsp;  Thank you for your time and attention to this matter.  Best regards,   Agustin",Tamara Brown,4/19/2023 09:46,4/19/2023 09:46,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-604
23-602,4/14/2023 13:01,"Need copies of construction plans and parcel maps for Monmouth County Highway 547 between Wayside Road (south) and Hope Road.  We are working on 1415 Shafto Road, Lot 8 Block 117, Borough of Tinton Falls  Pdf's of the plans can be emailed to me at BellSurveying@Gmail.Com.   Charlie Bell PLS  732-890-2174",Valerie Eppel,4/24/2023 12:05,4/24/2023 12:05,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-602
23-599,4/14/2023 08:41,"Hello:   We are requesting key maps, typical sections, construction plans, tie sheets, general property parcel maps, and any other roadway plans for County Route 520 from mileposts 13.41 - 13.92 &amp; County Route 50 1.64 - 2.12.   Thanks,",Valerie Eppel,4/24/2023 12:03,4/24/2023 12:03,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-599
23-597,4/13/2023 18:25,"Hello:   We are requesting key maps, typical sections, tie sheets, construction plans, general property parcel maps, and any roadway plans for Route 516 (Laurel Ave) from mileposts 5.0 - 5.23.   Thanks,",Valerie Eppel,4/24/2023 12:06,4/24/2023 12:06,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-597
23-596,4/13/2023 18:24,"Hello:   We are requesting key maps, typical sections, tie sheets, construction plans, general property parcel maps, and any other roadway plans for County Route 4 (Holmdel Rd) from mileposts 7.78-8.19.   Thanks,",Valerie Eppel,4/24/2023 12:06,4/24/2023 12:06,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-596
23-589,4/11/2023 15:52,Requesting as built drawings of the recently completed intersection of Ramshorn Drive and Atlantic Avenue in Wall Township,Valerie Eppel,4/20/2023 08:43,4/20/2023 08:43,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-589
23-586,4/11/2023 13:00,"Kindly provide all permits, applications, and inspection records for 18 Queen Ann Drive in Deal, New Jersey 07732, from 2013 to the present.",Helen Fiore,4/13/2023 15:33,4/13/2023 15:33,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/23-586
23-565,4/10/2023 09:32,"Good afternoon,  &nbsp;  I am reaching out to request any engineers reports /inspection reports that have been conducted at 365 Ocean Condominium, located in Long Branch NJ within the last 5 years.  We initially requested the following information from the Property Management company and were directed to request all information from the county.   &nbsp;  Please let me know if you are able to assist with this request or can direct me to the appropriate party.  &nbsp;  Thank you  &nbsp;&nbsp;  This information is being requested to obtain condominium approval for the purchase of 365 Ocean Blvd #504.  &nbsp;    Melissa Trojanowski   Condo Coordinator I   (630) 824-3620   (833) 715-0730     mtrojanowski@loandepot.com     https://www.loanDepot.com",Valerie Eppel,4/10/2023 16:36,4/10/2023 16:36,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-565
23-537,4/3/2023 16:24,"Please provide: (1) copy of resolutions approving additional construction plans for the Branchport Creek park that is currently in process as of the March 27th week (no idea what's under construction to better define this request); (2) copy of architectural and engineering plans for this new project; (3) copy of CAFRA permit supporting addition of impermeable paths, removal of vegetation by river edge, actions required to support existing wildlife and key vegetation, flood mitigation requirements, etc. (4) copy of notice to homeowners within 200 yards of construction; and (5) copy of approved plans pertaining to future development and/or program expansion plans for any aspect of the community pool lot (e.g. repair of basketball court, expansion of food service at pool, replacement of playground equipment, repair/replacement creek bulkhead).",Valerie Eppel,4/5/2023 09:35,4/5/2023 09:35,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-537
23-528,3/31/2023 12:23,Requesting bridge as built drawings for structure HL-86 in Howell Twp on Lakewood Farmingdale Road,Valerie Eppel,4/6/2023 08:24,4/6/2023 08:24,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-528
23-527,3/31/2023 12:23,Requesting bridge as built drawings for structure HL-53A  in Howell Twp on Lakewood Farmingdale Road,Valerie Eppel,4/6/2023 08:40,4/6/2023 08:40,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-527
23-526,3/31/2023 12:22,Requesting bridge as built drawings for structure HL-53 in Howell Twp on Lakewood Farmingdale Road,Valerie Eppel,4/6/2023 08:37,4/6/2023 08:37,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-526
23-488,3/24/2023 15:22,I am requesting Monmouth County Roadway ROW plans for the following location.   CR547 Lakewood Farmingdale Road - From Easy Street to Randolph Road,Valerie Eppel,4/3/2023 08:30,4/3/2023 08:30,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-488
23-486,3/24/2023 15:20,I am requesting Monmouth County Roadway ROW plans for the following location.   CR21 Squankum Allenwood Road - From Metedeconk Road to the Parkway to Easy Street,Valerie Eppel,4/3/2023 08:34,4/3/2023 08:34,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-486
23-485,3/24/2023 15:19,I am requesting Monmouth County Roadway ROW plans for the following location.   CR20 Broad Street - From Sea Girt Avenue to Atlantic Avenue,Valerie Eppel,4/3/2023 08:32,4/3/2023 08:32,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-485
23-484,3/24/2023 15:18,"I am requesting the following Monmouth County Road roadway, right of way plans.   CR 49 Sea Girt Avenue from Broad Street to Washington Blvd in Sea Girt",Valerie Eppel,4/4/2023 09:36,4/4/2023 09:36,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-484
23-481,3/24/2023 10:34,Requesting an as built bridge plan for Bridge W-45 in Manasquan on North Main Street,Valerie Eppel,3/30/2023 10:55,3/30/2023 10:55,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-481
23-470,3/23/2023 11:10,I would like the certified payroll and engineering reports for a project in Monmouth County. The project name is Construction of Pedestrian Bridge along CR 12A(Navasink River Rd.) at Huber Woods Park. The contractor is Midlantic Construction.,Valerie Eppel,3/30/2023 10:53,3/30/2023 10:53,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-470
23-436,3/20/2023 14:57,"My office would like to request Construction, Roadway and/or As Built Plans along Shafto Road (CR 547) between Shark River Station Road &amp; Mazza Boulevard in Tinton Falls, NJ",Valerie Eppel,3/23/2023 08:31,3/23/2023 08:31,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-436
23-399,3/15/2023 13:00,"I would like to request Construction, Roadway and/or As Built plans along&nbsp;RT 537 at intersection with Laird Road in Colts Neck Township. Possibly any GPPM Plans if exist.",Valerie Eppel,3/21/2023 16:13,3/21/2023 16:13,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-399
23-388,3/14/2023 12:35,"My office would like to request Construction, Roadway and/or As Built plans along Halls Mill Road (CR 55) between MP 0.30 – MP 0.80 in Freehold Township.",JoAnn Denton,3/15/2023 08:21,3/15/2023 08:21,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-388
23-356,3/8/2023 13:06,"I am requesting the Engineering Site Plans for the property below:    Woodland Square East Condos  609 16th Avenue Lake Como (South Belmar), NJ  Block 16 Lot 32 &amp; 33      If you need any additional information please let me know. Thank you.",Valerie Eppel,3/8/2023 13:13,3/8/2023 13:13,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-356
23-348,3/8/2023 08:19,"Requesting the following Monmouth County Road As Built plans. In particular the ROW along the roads would be extremely helpful.   CR49 Sea Girt Avenue&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;From: Broad Street to Washington Blvd Sea Girt  CR20 Broad Street&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;From: Sea Girt Avenue to Atlantic Avenue  CR21 Squankum Allenwood Road&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;From: Metedeconk Road to Parkway to Easy Street  CR547 Lakewood Farmingdale Road&nbsp;&nbsp;&nbsp;&nbsp;From: Easy Street to Randolph Road  CR524A Spur (Atlantic Avenue) &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;From: Broad Street, Manasquan to NJSH 34 Wall Township  to&nbsp;Allenwood Lakewood Road.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;  Particularly county map entitled:   “Monmouth County, New Jersey, Intersection Improvements at C.R. 524 Spur (Atlantic Avenue) and North Main Street, in the Borough of Manasquan, General Property Parcel Tract Map, dated June 10, 2005 and last revised on January 26, 2007”.",Valerie Eppel,3/8/2023 12:26,3/8/2023 12:26,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-348
23-321,3/3/2023 13:51,"(Block 873, Lot 5)  (525 Route 35, Middletown, NJ)  “We are requesting filed maps, surveys, parcel maps, site plans, utility plans, and documents for the property in question”",Valerie Eppel,3/6/2023 08:29,3/6/2023 08:29,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-321
23-304,3/1/2023 13:48,"(Block 871, Lot 4)  (663-673 Highway 35, Middletown, NJ)  We are requesting filed maps, surveys, parcel maps, site plans, utility plans, and documents that define the right-of-way of the property in question",Valerie Eppel,3/1/2023 14:48,3/1/2023 14:48,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/23-304
23-301,3/1/2023 09:21,Request for Right-of-Way as well as any utility as-built prints for Sharon Station Rd from its intersection with New Canton-  Stone Tavern Rd to its intersection with Allentown Lakewood Rd. Please email any prints you have to&nbsp;  jhowells@spifiber.com. Thank you!,Valerie Eppel,3/7/2023 09:08,3/7/2023 09:08,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-301
23-283,2/27/2023 09:29,"All proposed, pending, and approved construction plans, designs, and timelines pertaining to:&nbsp;   1) Road widening of Three Brooks Road; and  2) Reconstruction of bridges F-26, F-27, and F-28.&nbsp;   This request does NOT pertain to the Halls Mills Road project.",Valerie Eppel,3/8/2023 12:32,3/8/2023 12:32,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-283
23-280,2/24/2023 13:37,I am requesting as built engineering drawings for Bridge W-46 in Manasquan. Its on Broad Street in manasquan,Valerie Eppel,3/7/2023 08:18,3/7/2023 08:18,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-280
23-270,2/22/2023 16:30,please see attached,JoAnn Denton,2/23/2023 16:04,2/23/2023 16:04,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-270
23-256,2/22/2023 08:31,"We are in the process of surveying a parcel adjoining a section of Holland Road which has had various County Easements recorded by the County of Monmouth.  The information we have references ""Reconstruction of Laurel Avenue (C.R. 52)  and Holland Road in the Township of Holmdel and the Township of Middletown, Caroline Davenport Johnson, Parcel 16, date 7/30/98"".  We also see a Reference Map ""Improvements to Holland Rd., Kings Highway, Red Hill Rd., General Property Parcel Map, Prepared by John R. Martin, P.L.S., T&amp;M Associates, Dated 6/11/84"".&nbsp;&nbsp; We are Block 796, Lot 7 in the Township of Middletown.  The address is 127 Red Hill Road but we also front on Holland Road.   We respectfully request to get copies of the plans required to establish these easements.&nbsp;&nbsp;This would include the Reference Map and any other construction or survey control maps we may need to establish the boundaries of the County’s Easements.&nbsp;If you have any questions please call or email.&nbsp;&nbsp;Thank you.",Valerie Eppel,2/22/2023 10:55,2/22/2023 10:55,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-256
23-251,2/21/2023 14:24,Our office would like to request the traffic signal timing and plans for the corner of Halls Mill Road (CR 55) &amp; Willow Brook Road in Freehold.,Valerie Eppel,2/23/2023 08:30,2/23/2023 08:30,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-251
23-250,2/21/2023 13:52,"I am requesting as-built construction plans of the following Monmouth County Bridge Structures.   HL-61 - Lakewood Allenwood Road, Howell NJ  HL-60 - Lakewood Allenwood Road, Howell NJ  Bridge Number 60 - 36"" RCP Culvert - Lakewood Allenwood Road, Howell NJ  HL-53A - Lakewood Farmingdale Road, 32"" Corrugated Pipe, Howell NJ  HL-85B - Lakewood Farmingdale Road, 20"" Cast Iron Pipe, Howell NJ  HL-85A - Lakewood Farmingdale Road, 48"" RCP Culvert, Howell NJ  HL-52 - Lakewood Farmingdale Road, Howell NJ  HL-51 - Lakewood Farmingdale Road, Howell NJ  HL-49 - Herbertsville Road, Howell NJ  HL-50 - Herbertsville Road, Howell NJ",Valerie Eppel,3/2/2023 10:13,3/2/2023 10:13,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-250
23-219,2/15/2023 14:11,"Our firm is performing a boundary survey on Lot 2, Block 38, Freehold Township, fronting on County Route 537. We request any information along County Route 537, including any available Right of Way Plans (GPPM &amp; IPM), between Tranquil Court and Bernice Drive in Freehold Township.",Valerie Eppel,2/17/2023 10:42,2/17/2023 10:42,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-219
23-217,2/15/2023 11:58,"Requesting any plans or information on Heron Creek in the area near Route 33 and Fairfield Road, specifically topographical plans, drainage plans, and flood information.",Valerie Eppel,2/15/2023 12:27,2/15/2023 12:27,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/23-217
23-215,2/15/2023 04:31,"Print out of the TRAFFIC LIGHT sequence at the corner of W. FRONT STREET (CR10) and MAPLE AVENUE (SR#35) Red Bank, NJ between DECEMBER 24, 2020 &amp; FEBRUARY 15, 2023",Valerie Eppel,2/15/2023 08:21,2/15/2023 08:21,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-215
23-200,2/10/2023 09:31,Center of back yard has a huge drainage grate.  Please send information on the Drainage easement at 573 West Park Ave Oakhurst NJ.  Thank you.,Valerie Eppel,2/15/2023 10:12,2/15/2023 10:12,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/23-200
23-194,2/9/2023 12:41,Request available traffic counts be provided for section of NJSH Route 35 in Red Bank Township between Navesink River and intersection with W Front Street (County Route 10). Please contact me with any questions. Thank you.,Valerie Eppel,2/14/2023 08:43,2/14/2023 08:43,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-194
23-182,2/7/2023 11:09,"Please provide bridge study, construction plans, bid estimates&nbsp;for 96 Arneytown-Hornerstown Road at Crosswicks in Allentown, Monmouth.   Please email results to:  tracey.feary@collierseng.com",Valerie Eppel,2/17/2023 08:27,2/17/2023 08:27,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-182
23-162,2/3/2023 15:02,"Request update on&nbsp;Bridge HL-18 Reconstruction&nbsp;   Good day!   I would like to request for an updated document for the project please(minutes, plans and specs, etc.)   Thank you.   ﻿",Helen Fiore,2/15/2023 09:59,2/15/2023 09:59,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-162
23-161,2/3/2023 09:58,"I’m trying to definite the right of way lines Tinton Avenue (County Road 537) along  Block 201, Lot 2 in Eatontown, Monmouth County, NJ  Any help would be greatly appreciated in helping me locate the right of way maps.",Valerie Eppel,2/6/2023 15:59,2/6/2023 15:59,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-161
23-159,2/3/2023 09:17,"We are investigating a motor vehicle crash that occurred at the intersection of East Main Street (Route 537) and Court Street in Freehold, New Jersey on May 22, 2021.&nbsp;The County of Monmouth is not a litigant in this matter.&nbsp;&nbsp;Would you kindly provide us with copies of the traffic signal timing schedule and related engineering plans pertaining to the traffic signal system at the intersection as well as any available maintenance records immediately prior to and after the date of the collision confirming that the signal was functioning properly at the time.&nbsp;Thank you.",Valerie Eppel,2/3/2023 10:36,2/3/2023 10:36,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/23-159
23-155,2/2/2023 15:35,"I am&nbsp;requesting electronic scanned copy of all paper records from the 2020 general election, including but not limited to&nbsp;  Ballots, all types, accepted, rejected, provisional etc  Ballot envelopes  Chain of custody documentation  Logic and accuracy test results  Ballot test decks   All the scans should be in following format&nbsp;  600 DPI  Double Sided  Color Scan&nbsp;  Tiff Format   Thank You  Yehuda Miller",Robin Major,4/17/2023 16:36,4/17/2023 16:36,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-155
23-147,1/31/2023 09:42,Please see attached,Valerie Eppel,2/6/2023 08:50,2/6/2023 08:50,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/23-147
23-142,1/30/2023 15:12,Please see attached.,Valerie Eppel,2/7/2023 12:00,2/7/2023 12:00,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-142
23-125,1/26/2023 14:48,I am looking for the Roadway Improvement Plans for the bridge on Kent road that crosses over the North Branch Metedeconk River in Howell Township,Valerie Eppel,1/31/2023 09:13,1/31/2023 09:13,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-125
23-111,1/25/2023 09:48,"We are conducting a survey for a property at 55 Jackson Mills Rd, Freehold Twp, NJ. We are looking for any Roadway As-Built plans and Right-of-Way plans, and associated tie sheets, for Jackson Mills Road (Monmouth County 23), from mileposts 3.1 to 3.9, (Strickland Rd to Elton-Adelphia Rd) in Freehold Twp, Monmouth County, NJ as outlined on the attached straight line diagram   This is the second request for this road.  There must be some kind of mapping for this road.",Valerie Eppel,2/3/2023 11:18,2/3/2023 11:18,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-111
23-108,1/24/2023 16:42,"DEC Job Number 3532-22-02140 Upper Freehold  Block 22, Lots 2, 4 &amp; 24.01 - Hot Leads Stables  Our office is currently working on a project at the above referenced location. We are requesting  filed/subdivision maps, roadway maps, As-Builts and approved plans on file",JoAnn Denton,1/31/2023 09:07,1/31/2023 09:07,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-108
23-105,1/24/2023 12:46,"We are conducting a survey for a property at 55 Jackson Mills Rd, Freehold Twp, NJ.  We are looking for any Roadway As-Built plans and Right-of-Way plans, and associated tie sheets, for Jackson Mills Road (Monmouth County 23), from mileposts 3.1 to 3.9, (Strickland Rd to Elton-Adelphia Rd) in Freehold Twp, Monmouth County, NJ as outlined on the attached straight line diagram",Valerie Eppel,1/25/2023 09:39,1/25/2023 09:39,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-105
23-95,1/23/2023 11:37,All certified payroll from the 2021 Line Striping of various roads in Monmouth county project.  Project # F-49-2021  Bid Date for project was 10/21/2020,Valerie Eppel,1/31/2023 11:42,1/31/2023 11:42,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-95
23-89,1/20/2023 16:06,"Dear Monmouth County,   Bid Tabulation Results for FY 2021 Various Roadway Improvements. This is a request for public records made under OPRA and the common law right of access. I am not required to fill out an official form. Please acknowledge receipt of this message.  Records requested:   Please send the final and compiled bid tabulation, including all quantities and unit pricing for each bidder, for FY 2021 Various Roadway Improvements that was submitted on 1/27/2021.   Please send all documents electronically.   Thanks,   KM",Helen Fiore,1/20/2023 16:57,1/20/2023 16:57,No Records: Does Not Exist,https://monmouthcountynj.nextrequest.com/requests/23-89
23-88,1/20/2023 15:13,Request available traffic counts be provided for intersection of County Route 524 (Allentown Yardville Road) with Breza Road (north leg of intersection) and New Road (south leg of intersection).  Located in Allentown Borough and Upper Freehold Township.  Please contact me with any questions.  Thank you.,Valerie Eppel,1/31/2023 09:10,1/31/2023 09:10,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-88
23-39,1/11/2023 07:17,"SmartProcure is submitting an OPRA request to the Monmouth County for purchasing records from 9/6/2022 to current. The request is limited to readily available records without physically copying, scanning or printing paper documents. Any editable electronic document is acceptable.   The specific information requested from your record keeping system is:   1. Purchase order number. If purchase orders are not used a comparable substitute is acceptable, i.e., invoice, encumbrance, or check number 2. Purchase date 3. Line item details (Detailed description of the purchase) 4. Line item quantity 5. Line item price 6. Vendor ID number, name, address, contact person and their email address   If you would like to let me know what type of financial software you use, I may have report samples that help to determine how, or if, you are able to respond.   As an added security and privacy measure, there will be a unique upload link for any new requests moving forward, including this one. We appreciate your assistance towards this request. You may also attach the information to this email.   https://upload.smartprocure.com/?id=c2RqPWEyYjZRMDAwMDAzRXFoVFFBUyZzdD1OSiZvcmc9TW9ubW91dGhDb3VudHk%3D   If this request was misrouted, please forward to the correct contact person and reply to this communication with the appropriate contact information.   If you have any questions, please feel free to respond to this email or I can be reached at the phone number below in my signature.   Regards,   Charles Rudolph  Data Acquisition Specialist  SmartProcure  Direct: (561) 609-6937  Email: crudolph@smartprocure.com",Mario Guarino,1/18/2023 10:06,1/18/2023 10:06,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/23-39
23-9,1/4/2023 10:50,Please forward the below referenced plan:   “County of Monmouth Reconstruction of Bridge HL-73 on Lanes Pond Road and Rehabilitation of Lake Louise Dam in the Township of Howell”&nbsp;,Valerie Eppel,1/4/2023 11:51,1/4/2023 11:51,Denied. Investigative Records,https://monmouthcountynj.nextrequest.com/requests/23-9
23-1,1/2/2023 16:47,"Hello, we are requesting key maps, typical sections, construction plans, tie sheets, and general property parcel maps for Monmouth County 30 II (West to East) from mileposts 0.00-0.67.  Attached is the NJ SLD, Thanks",Valerie Eppel,1/3/2023 10:24,1/3/2023 10:24,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/23-1
22-2157,12/28/2022 12:03,"Any construction, asbuilt or tie sheets available to re-establish the county baseline  "" Roadway Improvements to Halls Mill Road and CR 524 (Elton-Adelphia Road) Townships of Freehold and Howell, Monmouth County, NJ""   Including  Individual Property Parcel Map No. 12 and 11 dated June 2, 2016",Valerie Eppel,12/30/2022 08:25,12/30/2022 08:25,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-2157
22-2137,12/21/2022 09:52,"(1) The payment and performance bond provided by Pal-Pro Builders, LLC to the County of Monmouth and the Monmouth County Vocational School District concerning the Building 56 Renovation at Marine Academy Science and Technology – Sandy Hook, 305 Mast Way, Highland, New Jersey (hereinafter the ""Project"").  (2) Copies of all payments requests from Pal-Pro Builders to the the County of Monmouth and the Monmouth County Vocational School District concerning the Project.  (2). Copies of checks and any other proofs of payments made by the County of Monmouth and the Monmouth County Vocational School District to Pal-Pro Builders, LLC concerning the Project.  &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;",Mario Guarino,1/3/2023 09:20,1/3/2023 09:20,No responsive documents,https://monmouthcountynj.nextrequest.com/requests/22-2137
22-2125,12/19/2022 11:53,"I'm looking for any maps pertaining to Roadway iIprovements, Main Street (C.R.3)  Parcel 9, E9 and Parcel 5, E5 Township of Manalapan. I am surveying lots 3 and 4 in block 65. I have the deeds already. Any assistance would be greatly appreciated.",Valerie Eppel,12/21/2022 08:23,12/21/2022 08:23,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-2125
22-2123,12/16/2022 12:18,"Looking for Right of Way in Fee plans created by CMX in 2010 and 2008 for County Route 527 Smithburg / Siloam road and C. R 537 Monmouth Road, Freehold Manalapan &amp; Millstone townships   All Parcels 1-9 might be more?   This is a follow up request to 22-1944   We attempted to obtain these plans at the County Clerks office but they could not find the plans.",Valerie Eppel,12/19/2022 09:57,12/19/2022 09:57,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-2123
22-2120,12/16/2022 08:36,"Mott MacDonald is the consulting engineer for the Manasquan River Regional Sewerage Authority and on their behalf, we are requesting the record drawings for Bridge HL-51 along Lakewood-Farmingdale Road (County Route 547). The bridge is located at Mile Post 14.58 along Route 547.",Valerie Eppel,12/28/2022 10:03,12/28/2022 10:03,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-2120
22-2118,12/15/2022 15:48,"Hello:   We are requesting key maps, typical sections, construction plans, tie sheets, and general property parcel maps for the following areas:   County Route 524 from Hospital Rd (35.76) - Glenmere Ct. (36.51)  County Route 524 S from 0.00 - 0.25 (Princeton Ct)   Thanks!",Valerie Eppel,12/19/2022 09:50,12/19/2022 09:50,No Records: Does Not Exist,https://monmouthcountynj.nextrequest.com/requests/22-2118
22-2083,12/12/2022 09:30,"Hello,   We are doing survey work for NJNG in Aberdeen and are looking for any plans the county may have for Lower Main Street in Aberdeen (County Route 516), especially where Lower Main crosses the Parkway. The specific property we are working on is 134 Lower Main Street - the property borders the northbound Parkway right-of-way.   We're hoping the Engineering and/or Planning Departments may have something - road plans, construction plans, drainage maps, or any other plans you have for this area would be of great help to us. Thank you for any assistance you may provide!   -Jeff W.",JoAnn Denton,12/14/2022 15:57,12/14/2022 15:57,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-2083
22-2076,12/9/2022 15:35,"2310 Route 34  Block 819, Lot 48  “We are requesting filed maps, surveys, parcel maps, site plans, utility plans, and documents that define the right-of-way of the property in question”“We are requesting filed maps, surveys, parcel maps, site plans, utility plans, and documents that define the right-of-way of the property in question”",Valerie Eppel,12/14/2022 15:54,12/14/2022 15:54,Records Request Granted in its Entirety and Records Disclosed,https://monmouthcountynj.nextrequest.com/requests/22-2076
22-2059,12/7/2022 09:32,"Please send us the map referenced in Deed Book 3898 page 184,  parcels 13A, L13B, L13C AND X13D, AS IDICATED ON A MAP ENTITLED:  ""NEW JERSEY DEPARTMENT OF TRANSPORTATION, GENERAL PROPERY PARCEL MAP, ROUTE 33 FREEWAY SECTION 2, FROM ROUTE US 9 TO ROUTE 33, SHOWING EXISTING RIGHT OF WAY AND PARCELS TO BE ACQUIRED IN THE TOWNSHIPS OF FREEHOLD AND HOWELL, COUNTY OF MONMOUTH, SCALE: AS INDICATED, OCTOBER 1967""",Valerie Eppel,12/9/2022 08:37,12/9/2022 08:37,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/22-2059
